name,ansprechpartner_name,ansprechpartner_rolle,adresse,plz,ort,bundesland,bezirk_region,telefon,fax,email,website,google_maps,branche,kategorie,verbrauchspotenzial,datum_gefunden,quell_url
Metalltechnik Held,,,,96173,Oberhaid,Bayern,,09503-50 44 66,,held-metalltechnik@t-online.de,http://www.Metalltechnik.biz,https://www.google.com/maps/search/?api=1&query=Metalltechnik%20Held%20%2096173%20Oberhaid,Klinik,Gesundheit,Sehr hoch >1 Mio kWh,2026-02-24,http://www.metalltechnik.biz/firmen/oberhaid_metalltechnik_held.htm
Berg GmbH,,,,82152,Martinsried,Bayern,Muenchen,089-37 91 60-0,,info@berg-energie.de,http://www.Energietechnik.com,https://www.google.com/maps/search/?api=1&query=Berg%20GmbH%20%2082152%20Martinsried,Klinik,Gesundheit,Sehr hoch >1 Mio kWh,2026-02-24,http://www.energietechnik.com/firmen/martinsried_berg_gmbh.htm
ato form GmbH,,,,63877,Sailauf,Hessen,Frankfurt/Offenbach,06093-9 44-0,,info@ato-form.com,http://www.Rehatechnik.info,https://www.google.com/maps/search/?api=1&query=ato%20form%20GmbH%20%2063877%20Sailauf,Klinik,Gesundheit,Sehr hoch >1 Mio kWh,2026-02-24,http://www.rehatechnik.info/firmen/sailauf_ato_form_gmbh.htm
CLINIC & JOB DRESS GmbH,,,,49565,Bramsche,Niedersachsen,Osnabrueck,05468-90 09 30 0,,service.de@cjd-group.com,http://www.Arbeitsschutz.com,https://www.google.com/maps/search/?api=1&query=CLINIC%20%26%20JOB%20DRESS%20GmbH%20%2049565%20Bramsche,Klinik,Gesundheit,Sehr hoch >1 Mio kWh,2026-02-24,http://www.arbeitsschutz.com/firmen/bramsche_clinic__job_dress_gmbh.htm
nordiska GmbH & Co. KG,,,,51645,Gummersbach,Nordrhein-Westfalen,Koeln,02261-98 91-0,,info@nordiska.de,http://www.Schnelle-Seiten.com,https://www.google.com/maps/search/?api=1&query=nordiska%20GmbH%20%26%20Co.%20KG%20%2051645%20Gummersbach,Klinik,Gesundheit,Sehr hoch >1 Mio kWh,2026-02-24,https://www.schnelle-seiten.com/firmen/gummersbach_nordiska_gmbh__co_kg.htm
DELTA-V GmbH,,,,42279,Wuppertal,Nordrhein-Westfalen,Wuppertal,02339-90 99,,info@delta-v.de,http://www.Buerobedarfshandel.de,https://www.google.com/maps/search/?api=1&query=DELTA-V%20GmbH%20%2042279%20Wuppertal,Klinik,Gesundheit,Sehr hoch >1 Mio kWh,2026-02-24,http://www.buerobedarfshandel.de/firmen/wuppertal_delta_v_gmbh.htm
Einhorn Medizintechnik GmbH,,,,40721,Hilden,Nordrhein-Westfalen,Duesseldorf,02103-96 38 29,,info@einhorn-medizintechnik.de,http://www.Medizintechnik.me,https://www.google.com/maps/search/?api=1&query=Einhorn%20Medizintechnik%20GmbH%20%2040721%20Hilden,Klinik,Gesundheit,Sehr hoch >1 Mio kWh,2026-02-24,http://www.medizintechnik.me/firmen/hilden_einhorn_medizintechnik_gmbh.htm
Saueracker GmbH & Co. KG,,,,90411,Nuernberg,Bayern,Nuernberg,0911-66 06 8-0,,info@saueracker.de,http://www.Buerobedarfshandel.de,https://www.google.com/maps/search/?api=1&query=Saueracker%20GmbH%20%26%20Co.%20KG%20%2090411%20Nuernberg,Klinik,Gesundheit,Sehr hoch >1 Mio kWh,2026-02-24,http://www.buerobedarfshandel.de/firmen/nuernberg_saueracker_gmbh__co_kg.htm
Sana-Klinikum Remscheid GmbH,,,,42859,Remscheid,Nordrhein-Westfalen,Wuppertal,02191- 13 0,,info@sana-klinikum-remscheid.de,http://www.Technischer-Handel.de,https://www.google.com/maps/search/?api=1&query=Sana-Klinikum%20Remscheid%20GmbH%20%2042859%20Remscheid,Klinik,Gesundheit,Sehr hoch >1 Mio kWh,2026-02-24,http://www.technischer-handel.de/firmen/remscheid_sana_klinikum_remscheid_gmbh.htm
Jordan Gamma Medizintechnik GmbH,,,,88471,Laupheim,Bayern,,07392-97 05-0,,vertrieb@jordan-gamma.de,http://www.Medizintechnik.me,https://www.google.com/maps/search/?api=1&query=Jordan%20Gamma%20Medizintechnik%20GmbH%20%2088471%20Laupheim,Klinik,Gesundheit,Sehr hoch >1 Mio kWh,2026-02-24,http://www.medizintechnik.me/firmen/laupheim_jordan_gamma_medizintechnik_gmbh.htm
Erlen GmbH,,,,45659,Recklinghausen,Nordrhein-Westfalen,Essen,02361-92 92-0,,info@erlen.de,http://www.Medizintechnik.me,https://www.google.com/maps/search/?api=1&query=Erlen%20GmbH%20%2045659%20Recklinghausen,Klinik,Gesundheit,Sehr hoch >1 Mio kWh,2026-02-24,http://www.medizintechnik.me/firmen/recklinghausen_erlen_gmbh.htm
Schneider Engineering für Energie- und Umwelttechnik,,,,44649,Herne,Nordrhein-Westfalen,Dortmund,02325-92 81-0,,info@schneider-herne.de,http://www.Filter.de,https://www.google.com/maps/search/?api=1&query=Schneider%20Engineering%20f%C3%BCr%20Energie-%20und%20Umwelttechnik%20%2044649%20Herne,Klinik,Gesundheit,Sehr hoch >1 Mio kWh,2026-02-24,http://www.filter.de/firmen/herne_schneider_engineering_fuer_energie_und_umwel.htm
Michaelis GmbH & Co. KG,,,,97209,Veitshoechheim,Bayern,Wuerzburg,0931-35 93 89 0,,info@michaelis-systems.de,http://www.Filter.de,https://www.google.com/maps/search/?api=1&query=Michaelis%20GmbH%20%26%20Co.%20KG%20%2097209%20Veitshoechheim,Klinik,Gesundheit,Sehr hoch >1 Mio kWh,2026-02-24,http://www.filter.de/firmen/veitshoechheim_michaelis_gmbh__co_kg.htm
KDS Klinikverlag + Druck Service GbR,,,,04347,Leipzig,Sachsen,Leipzig,0341-23 72 26 9,,info@kds-klinikverlag.de,http://www.Etiketten.me,https://www.google.com/maps/search/?api=1&query=KDS%20Klinikverlag%20%2B%20Druck%20Service%20GbR%20%2004347%20Leipzig,Klinik,Gesundheit,Sehr hoch >1 Mio kWh,2026-02-24,http://www.etiketten.me/firmen/leipzig_kds_klinikverlag__druck_service_gbr.htm
METEK KÃ¶ber & Michalski oHG,,,,02699,Koenigswartha,Sachsen,,035931-21 19 1,,info@metek.biz,http://www.Medizintechnik.me,https://www.google.com/maps/search/?api=1&query=METEK%20K%C3%83%C2%B6ber%20%26%20Michalski%20oHG%20%2002699%20Koenigswartha,Klinik,Gesundheit,Sehr hoch >1 Mio kWh,2026-02-24,http://www.medizintechnik.me/firmen/koenigswartha_metek_koeber__michalski_ohg.htm
Paul Schulten GmbH & Co. KG,,,,42853,Remscheid,Nordrhein-Westfalen,Wuppertal,02191-46 6-0,,mail@schulten.de,http://www.Gebaeudereinigung.me,https://www.google.com/maps/search/?api=1&query=Paul%20Schulten%20GmbH%20%26%20Co.%20KG%20%2042853%20Remscheid,Klinik,Gesundheit,Sehr hoch >1 Mio kWh,2026-02-24,http://www.gebaeudereinigung.me/firmen/remscheid_paul_schulten_gmbh__co_kg.htm
Rada Armaturen GmbH,,,,63303,Dreieich,Hessen,Frankfurt/Offenbach,06103-98 04-0,,info@rada-armaturen.de,http://www.Armaturentechnik.com,https://www.google.com/maps/search/?api=1&query=Rada%20Armaturen%20GmbH%20%2063303%20Dreieich,Klinik,Gesundheit,Sehr hoch >1 Mio kWh,2026-02-24,http://www.armaturentechnik.com/firmen/dreieich_rada_armaturen_gmbh.htm
MTL Medizintechnik Handels GmbH,,,,67126,Hochdorf,Rheinland-Pfalz,,06231-94 19 4-0,,info@mtl-medizintechnik.de,http://www.Medizintechnik.me,https://www.google.com/maps/search/?api=1&query=MTL%20Medizintechnik%20Handels%20GmbH%20%2067126%20Hochdorf,Klinik,Gesundheit,Sehr hoch >1 Mio kWh,2026-02-24,http://www.medizintechnik.me/firmen/hochdorf_assenheim_mtl_medizintechnik_handels_gmbh.htm
Egner Medizintechnik K. Egner GmbH & Co. KG,,,,35440,Linden,Hessen,Marburg,06403-90 11-0,,info@egner-medizintechnik.de,http://www.Medizintechnik.me,https://www.google.com/maps/search/?api=1&query=Egner%20Medizintechnik%20K.%20Egner%20GmbH%20%26%20Co.%20KG%20%2035440%20Linden,Klinik,Gesundheit,Sehr hoch >1 Mio kWh,2026-02-24,http://www.medizintechnik.me/firmen/linden_egner_medizintechnik_k_egner_gmbh__co_kg.htm
medizell GmbH,,,,13439,Berlin,Berlin,Berlin,030-49 61 04 4,,info@medizell.de,http://www.Reinigungsbedarf.net,https://www.google.com/maps/search/?api=1&query=medizell%20GmbH%20%2013439%20Berlin,Klinik,Gesundheit,Sehr hoch >1 Mio kWh,2026-02-24,http://www.reinigungsbedarf.net/firmen/berlin_medizell_gmbh.htm
HALLOMEDIÂ® Medizinischer Versand,,Geschaeftsfuehrer,,29664,Walsrode,Niedersachsen,,05161-48 17-35,,info@hallomedi.de,http://www.Medizinische-Produkte.com,https://www.google.com/maps/search/?api=1&query=HALLOMEDI%C3%82%C2%AE%20Medizinischer%20Versand%20%2029664%20Walsrode,Klinik,Gesundheit,Sehr hoch >1 Mio kWh,2026-02-24,http://www.medizinische-produkte.com/firmen/walsrode_hallomedi_medizinischer_versand.htm
Zwetko GmbH,,,,82140,Olching,Bayern,Muenchen,08142-65 14 20 0,,info@zwetko.de,http://www.Reinigungsbedarf.net,https://www.google.com/maps/search/?api=1&query=Zwetko%20GmbH%20%2082140%20Olching,Klinik,Gesundheit,Sehr hoch >1 Mio kWh,2026-02-24,http://www.reinigungsbedarf.net/firmen/olching_zwetko_gmbh.htm
OECO BÃ¼romÃ¶belwerke OelschlÃ¤gel & Co. GmbH,,,,19306,Neustadt,Mecklenburg-Vorpommern,Schwerin,038757-50 3-0,,info@oeco-moebel.de,http://www.Bueroeinrichtungen.info,https://www.google.com/maps/search/?api=1&query=OECO%20B%C3%83%C2%BCrom%C3%83%C2%B6belwerke%20Oelschl%C3%83%C2%A4gel%20%26%20Co.%20GmbH%20%2019306%20Neustadt,Klinik,Gesundheit,Sehr hoch >1 Mio kWh,2026-02-24,http://www.bueroeinrichtungen.info/firmen/neustadt_glewe_oeco_bueromoebelwerke_oelschlaegel_.htm
Architekturbüro Josef Wund,,,,88045,Friedrichshafen,Bayern,,07541-20 6-0,,planung@wund.de,http://www.Architekturbueros.de,https://www.google.com/maps/search/?api=1&query=Architekturb%C3%BCro%20Josef%20Wund%20%2088045%20Friedrichshafen,Klinik,Gesundheit,Sehr hoch >1 Mio kWh,2026-02-24,http://www.architekturbueros.de/firmen/friedrichshafen_architekturbuero_josef_wund.htm
Hygiene-GMI,,,,56288,Alterkuelz,Rheinland-Pfalz,Koblenz,06762-40 76 50,,info@hygiene-gmi.de,http://www.Hygienebedarf.eu,https://www.google.com/maps/search/?api=1&query=Hygiene-GMI%20%2056288%20Alterkuelz,Klinik,Gesundheit,Sehr hoch >1 Mio kWh,2026-02-24,http://www.hygienebedarf.eu/firmen/alterkuelz_hygiene_gmi.htm
Chiro Tech Axel Koch & Frank Wagner GbR,,,,35232,Dautphetal,Hessen,Marburg,06466-91 19-19,,info@chirotech.de,http://www.Medizinische-Instrumente.eu,https://www.google.com/maps/search/?api=1&query=Chiro%20Tech%20Axel%20Koch%20%26%20Frank%20Wagner%20GbR%20%2035232%20Dautphetal,Klinik,Gesundheit,Sehr hoch >1 Mio kWh,2026-02-24,http://www.medizinische-instrumente.eu/firmen/dautphetal_chiro_tech_axel_koch__frank_wagner_gbr.htm
MedPlus Medizintechnik GmbH,,,,01465,Dresden,Sachsen,Dresden,035201-81 01 6,,info@medplus24.de,http://www.Medizintechnik.me,https://www.google.com/maps/search/?api=1&query=MedPlus%20Medizintechnik%20GmbH%20%2001465%20Dresden,Klinik,Gesundheit,Sehr hoch >1 Mio kWh,2026-02-24,http://www.medizintechnik.me/firmen/dresden_medplus_medizintechnik_gmbh.htm
ClinicAll Vertriebs GmbH,,,,41460,Neuss,Nordrhein-Westfalen,Duesseldorf,02131-52 81 3-0,,info@clinicall.de,http://www.Elektronic.com,https://www.google.com/maps/search/?api=1&query=ClinicAll%20Vertriebs%20GmbH%20%2041460%20Neuss,Klinik,Gesundheit,Sehr hoch >1 Mio kWh,2026-02-24,http://www.elektronic.com/firmen/neuss_clinicall_vertriebs_gmbh.htm
OrthopÃ¤dische Klinik MarkgrÃ¶ningen gGmbH,,,,71706,Markgroeningen,Baden-Wuerttemberg,Stuttgart,07145-91-0,,,http://www.Orthopaediebedarf.com,https://www.google.com/maps/search/?api=1&query=Orthop%C3%83%C2%A4dische%20Klinik%20Markgr%C3%83%C2%B6ningen%20gGmbH%20%2071706%20Markgroeningen,Klinik,Gesundheit,Sehr hoch >1 Mio kWh,2026-02-24,http://www.orthopaediebedarf.com/firmen/markgroeningen_orthopaedische_klinik_markgroeninge.htm
W+S Winkler GmbH,,,,58640,Iserlohn,Nordrhein-Westfalen,,02371-97 27-0,,kontakt@w-s-dienstleistungen.de,http://www.Gebaeudeservice.info,https://www.google.com/maps/search/?api=1&query=W%2BS%20Winkler%20GmbH%20%2058640%20Iserlohn,Klinik,Gesundheit,Sehr hoch >1 Mio kWh,2026-02-24,http://www.gebaeudeservice.info/firmen/iserlohn_w_s_winkler_gmbh.htm
Dispocard GmbH,,,,58640,Iserlohn,Nordrhein-Westfalen,,02371-40 00 0,,info@dispocard.de,http://www.Medizinische-Produkte.com,https://www.google.com/maps/search/?api=1&query=Dispocard%20GmbH%20%2058640%20Iserlohn,Klinik,Gesundheit,Sehr hoch >1 Mio kWh,2026-02-24,http://www.medizinische-produkte.com/firmen/iserlohn_dispocard_gmbh.htm
Heinrich Schulte GmbH & Co. KG,,,,58640,Iserlohn,Nordrhein-Westfalen,,02371-90 90-0,,info@heinrichschulte.com,http://www.Armaturentechnik.com,https://www.google.com/maps/search/?api=1&query=Heinrich%20Schulte%20GmbH%20%26%20Co.%20KG%20%2058640%20Iserlohn,Klinik,Gesundheit,Sehr hoch >1 Mio kWh,2026-02-24,http://www.armaturentechnik.com/firmen/iserlohn_heinrich_schulte_gmbh__co_kg.htm
DISTLER Medizintechnik GmbH,,,,64546,Moerfelden,Hessen,Darmstadt,06105-97 69-0,,info@distler.de,http://www.Medizintechnik.me,https://www.google.com/maps/search/?api=1&query=DISTLER%20Medizintechnik%20GmbH%20%2064546%20Moerfelden,Klinik,Gesundheit,Sehr hoch >1 Mio kWh,2026-02-24,http://www.medizintechnik.me/firmen/moerfelden_walldorf_distler_medizintechnik_gmbh.htm
"Dr. Teichmann Coaching - PressebÃ¼ro, Medizin PR, Organisationsentwicklung",,,,30655,Hannover,Niedersachsen,Hannover,0511-64 90 19 1,,dr.teichmann@teichmann-coaching.de,http://www.Beratungsgesellschaften.com,https://www.google.com/maps/search/?api=1&query=Dr.%20Teichmann%20Coaching%20-%20Presseb%C3%83%C2%BCro%2C%20Medizin%20PR%2C%20Organisationsentwicklung%20%2030655%20Hannover,Klinik,Gesundheit,Sehr hoch >1 Mio kWh,2026-02-24,http://www.beratungsgesellschaften.com/firmen/hannover_dr_teichmann_coaching__pressebuero_medizi.htm
K+G Klinik- und Gebäudeservice GmbH,,,,04179,Leipzig,Sachsen,Leipzig,0341-44 86 64 0,,KuG.service@t-online.de,http://www.Gebaeudeservice.info,https://www.google.com/maps/search/?api=1&query=K%2BG%20Klinik-%20und%20Geb%C3%A4udeservice%20GmbH%20%2004179%20Leipzig,Klinik,Gesundheit,Sehr hoch >1 Mio kWh,2026-02-24,http://www.gebaeudeservice.info/firmen/leipzig_k_g_klinik_und_gebaeudeservice_gmbh.htm
TOP-Gebäudeservice GmbH,,,,79761,Waldshut,Baden-Wuerttemberg,Freiburg,07751-89 66 21 18,,t.muerb@top-gebaeudeservice.de,http://www.Gebaeudeservice.info,https://www.google.com/maps/search/?api=1&query=TOP-Geb%C3%A4udeservice%20GmbH%20%2079761%20Waldshut,Klinik,Gesundheit,Sehr hoch >1 Mio kWh,2026-02-24,http://www.gebaeudeservice.info/firmen/waldshut_tiengen_top_gebaeudeservice_gmbh.htm
Röntgentechnik & Service Lindemann,,,,02625,Bautzen,Sachsen,,03591-21 11 5-0,,info@roentgentechnik-lindemann.de,http://www.Roentgentechnik.net,https://www.google.com/maps/search/?api=1&query=R%C3%B6ntgentechnik%20%26%20Service%20Lindemann%20%2002625%20Bautzen,Klinik,Gesundheit,Sehr hoch >1 Mio kWh,2026-02-24,http://www.roentgentechnik.net/firmen/bautzen_roentgentechnik__service_lindemann.htm
OFRA Generalbau GmbH & Co. KG,,,,37688,Beverungen,Niedersachsen,Goettingen,05273-90 9-0,,info@ofra.de,http://www.Bauunternehmungen.de,https://www.google.com/maps/search/?api=1&query=OFRA%20Generalbau%20GmbH%20%26%20Co.%20KG%20%2037688%20Beverungen,Klinik,Gesundheit,Sehr hoch >1 Mio kWh,2026-02-24,http://www.bauunternehmungen.de/firmen/beverungen_ofra_generalbau_gmbh__co_kg.htm
GebÃ¤udereinigung Weisbender GmbH,,,,37671,Hoexter,Niedersachsen,Goettingen,05271-95 96-0,,info@weisbender.de,http://www.Gebaeudereinigung.me,https://www.google.com/maps/search/?api=1&query=Geb%C3%83%C2%A4udereinigung%20Weisbender%20GmbH%20%2037671%20Hoexter,Klinik,Gesundheit,Sehr hoch >1 Mio kWh,2026-02-24,http://www.gebaeudereinigung.me/firmen/hoexter_gebaeudereinigung_weisbender_gmbh.htm
Tischlerei Deger GmbH,,,,09634,Hirschfeld,Sachsen,Chemnitz,035242-68 74 4,,info@tischlerei-deger.de,http://www.Tischlereien.biz,https://www.google.com/maps/search/?api=1&query=Tischlerei%20Deger%20GmbH%20%2009634%20Hirschfeld,Klinik,Gesundheit,Sehr hoch >1 Mio kWh,2026-02-24,http://www.tischlereien.biz/firmen/hirschfeld_tischlerei_deger_gmbh.htm
StÃ¼cker-MEDESIGN GmbH,,,,59439,Holzwickede,Nordrhein-Westfalen,,02301-18 87 33,,shop@stuecker-med.de,http://www.Medizintechnik.me,https://www.google.com/maps/search/?api=1&query=St%C3%83%C2%BCcker-MEDESIGN%20GmbH%20%2059439%20Holzwickede,Klinik,Gesundheit,Sehr hoch >1 Mio kWh,2026-02-24,http://www.medizintechnik.me/firmen/holzwickede_stuecker_medesign_gmbh.htm
Park-Klinik WeiÃensee GmbH,,,,13086,Berlin,Berlin,Berlin,030-96 28-0,,mail@park-klinik.com,http://www.Notfallbedarf.com,https://www.google.com/maps/search/?api=1&query=Park-Klinik%20Wei%C3%83%C2%9Fensee%20GmbH%20%2013086%20Berlin,Klinik,Gesundheit,Sehr hoch >1 Mio kWh,2026-02-24,http://www.notfallbedarf.com/firmen/berlin_park_klinik_weissensee_gmbh.htm
Bimler Laboratorien KG,,,,65193,Wiesbaden,Hessen,Wiesbaden,0611-30 40 27,,bimler@germanynet.de,http://www.Laborbedarf.com,https://www.google.com/maps/search/?api=1&query=Bimler%20Laboratorien%20KG%20%2065193%20Wiesbaden,Klinik,Gesundheit,Sehr hoch >1 Mio kWh,2026-02-24,https://www.laborbedarf.com/firmen/wiesbaden_bimler_laboratorien_kg.htm
Axiom Gesellschaft fÃ¼r Diagnostica und Biochemica mbH,,,,68642,Buerstadt,Baden-Wuerttemberg,Mannheim,06241-50 04-0,,info@axiom-solutions.de,http://www.Laborbedarf.com,https://www.google.com/maps/search/?api=1&query=Axiom%20Gesellschaft%20f%C3%83%C2%BCr%20Diagnostica%20und%20Biochemica%20mbH%20%2068642%20Buerstadt,Klinik,Gesundheit,Sehr hoch >1 Mio kWh,2026-02-24,https://www.laborbedarf.com/firmen/buerstadt_axiom_gesellschaft_fuer_diagnostica_und_.htm
Kaunath Industrie- und SanitÃ¤rbedarf,,,,42279,Wuppertal,Nordrhein-Westfalen,Wuppertal,0202-69 89 99 55,,info@kis-industriebedarf.de,http://www.Reinigungsbedarf.net,https://www.google.com/maps/search/?api=1&query=Kaunath%20Industrie-%20und%20Sanit%C3%83%C2%A4rbedarf%20%2042279%20Wuppertal,Klinik,Gesundheit,Sehr hoch >1 Mio kWh,2026-02-24,http://www.reinigungsbedarf.net/firmen/wuppertal_kaunath_industrie_und_sanitaerbedarf.htm
GFK Gesellschaft fÃ¼r Krankenhausberatung mbH,,Geschaeftsfuehrer,,50765,Koeln,Nordrhein-Westfalen,Koeln,0221-95 94 09-0,,info@gfk-mbh.de,http://www.Beratungsgesellschaften.com,https://www.google.com/maps/search/?api=1&query=GFK%20Gesellschaft%20f%C3%83%C2%BCr%20Krankenhausberatung%20mbH%20%2050765%20Koeln,Klinik,Gesundheit,Sehr hoch >1 Mio kWh,2026-02-24,http://www.beratungsgesellschaften.com/firmen/koeln_gfk_gesellschaft_fuer_krankenhausberatung_mb.htm
dimedica GmbH & Co. KG,,,,64646,Heppenheim,Hessen,Darmstadt,06252-78 92 14,,info@dimedica.de,http://www.Medizinische-Produkte.com,https://www.google.com/maps/search/?api=1&query=dimedica%20GmbH%20%26%20Co.%20KG%20%2064646%20Heppenheim,Klinik,Gesundheit,Sehr hoch >1 Mio kWh,2026-02-24,http://www.medizinische-produkte.com/firmen/heppenheim_dimedica_gmbh__co_kg.htm
SSB-Electronic GmbH,,,,59557,Lippstadt,Nordrhein-Westfalen,,02941-93 38 5-0,,vertrieb@ssb-electronic.de,http://www.Elektronic.com,https://www.google.com/maps/search/?api=1&query=SSB-Electronic%20GmbH%20%2059557%20Lippstadt,Klinik,Gesundheit,Sehr hoch >1 Mio kWh,2026-02-24,http://www.elektronic.com/firmen/lippstadt_ssb_electronic_gmbh.htm
Laurer Projektsteuerung GmbH,,,,94136,Thyrnau,Bayern,Passau,08501-93 97 72,,fritz.laurer@web.de,http://www.Elektrotechnik.com,https://www.google.com/maps/search/?api=1&query=Laurer%20Projektsteuerung%20GmbH%20%2094136%20Thyrnau,Klinik,Gesundheit,Sehr hoch >1 Mio kWh,2026-02-24,http://www.elektrotechnik.com/firmen/thyrnau_laurer_projektsteuerung_gmbh.htm
Versandhandel Kling,,,,38259,Salzgitter,Niedersachsen,Braunschweig,05341-37 69 7,,vkshop@gmx.de,http://www.Medizintechnik.me,https://www.google.com/maps/search/?api=1&query=Versandhandel%20Kling%20%2038259%20Salzgitter,Klinik,Gesundheit,Sehr hoch >1 Mio kWh,2026-02-24,http://www.medizintechnik.me/firmen/salzgitter_versandhandel_kling.htm
Rallopack AG,,,,,Bettlach,,,+41-(0)32 645 24 74,,info@rallopack.ch,http://www.Reinigungsbedarf.net,https://www.google.com/maps/search/?api=1&query=Rallopack%20AG%20%20%20Bettlach,Klinik,Gesundheit,Sehr hoch >1 Mio kWh,2026-02-24,http://www.reinigungsbedarf.net/firmen/bettlach_rallopack_ag.htm
WEMA RaumKonzepte GmbH,,,,26789,Leer,Niedersachsen,Oldenburg,0491-99 92 08 13,,christian.hoch@wema-raumkonzepte.de,http://www.Betriebseinrichtungen.info,https://www.google.com/maps/search/?api=1&query=WEMA%20RaumKonzepte%20GmbH%20%2026789%20Leer,Klinik,Gesundheit,Sehr hoch >1 Mio kWh,2026-02-24,http://www.betriebseinrichtungen.info/firmen/leer_ostfriesland_wema_raumkonzepte_gmbh.htm
Oberpfalz TV Nord GmbH & Co. Studiobetriebs KG,,,,92224,Amberg,Bayern,,09621-48 55-0,,info@otv.de,http://www.Mediendienstleistungen.net,https://www.google.com/maps/search/?api=1&query=Oberpfalz%20TV%20Nord%20GmbH%20%26%20Co.%20Studiobetriebs%20KG%20%2092224%20Amberg,Klinik,Gesundheit,Sehr hoch >1 Mio kWh,2026-02-24,http://www.mediendienstleistungen.net/firmen/amberg_oberpfalz_tv_nord_gmbh__co_studiobetriebs_k.htm
Universitätsklinikum Essen,,,,45147,Essen,Nordrhein-Westfalen,Essen,0201-72 3-0,,,http://www.Schnelle-Seiten.com,https://www.google.com/maps/search/?api=1&query=Universit%C3%A4tsklinikum%20Essen%20%2045147%20Essen,Klinik,Gesundheit,Sehr hoch >1 Mio kWh,2026-02-24,https://www.schnelle-seiten.com/firmen/essen_universitaetsklinikum_essen.htm
Plymovent GmbH,,,,53619,Rheinbreitbach,Nordrhein-Westfalen,Bonn,02224-91 99 3-0,,info@plymovent.de,http://www.Absaugtechnik.biz,https://www.google.com/maps/search/?api=1&query=Plymovent%20GmbH%20%2053619%20Rheinbreitbach,Klinik,Gesundheit,Sehr hoch >1 Mio kWh,2026-02-24,http://www.absaugtechnik.biz/firmen/rheinbreitbach_plymovent_gmbh.htm
Weiergans-Objekteinrichtungen,,,,41189,Moenchengladbach,Nordrhein-Westfalen,Duesseldorf,02166-1 88-145,,info@weiergans-objekt.de,http://www.Objekteinrichtungen.biz,https://www.google.com/maps/search/?api=1&query=Weiergans-Objekteinrichtungen%20%2041189%20Moenchengladbach,Klinik,Gesundheit,Sehr hoch >1 Mio kWh,2026-02-24,http://www.objekteinrichtungen.biz/firmen/moenchengladbach_weiergans_objekteinrichtungen.htm
MS- Gebäudemanagement Schwerin GmbH,,,,19053,Schwerin,Mecklenburg-Vorpommern,Schwerin,0385-39 54 1-0,,info@ms-gm.de,http://www.Schnelle-Seiten.com,https://www.google.com/maps/search/?api=1&query=MS-%20Geb%C3%A4udemanagement%20Schwerin%20GmbH%20%2019053%20Schwerin,Klinik,Gesundheit,Sehr hoch >1 Mio kWh,2026-02-24,https://www.schnelle-seiten.com/firmen/schwerin_ms_gebaeudemanagement_schwerin_gmbh.htm
Ludwig Ibarz GmbH & Co. OHG,,,,75177,Pforzheim,Baden-Wuerttemberg,,07231-38 08 02,,,http://www.Schnelle-Seiten.com,https://www.google.com/maps/search/?api=1&query=Ludwig%20Ibarz%20GmbH%20%26%20Co.%20OHG%20%2075177%20Pforzheim,Klinik,Gesundheit,Sehr hoch >1 Mio kWh,2026-02-24,https://www.schnelle-seiten.com/firmen/pforzheim_ludwig_ibarz_gmbh__co_ohg.htm
SIMACEK Facility Management Group GmbH,,,,,Wien,,,+43(0)1-21 16 6-0,,simacek@simacek.at,http://www.Schnelle-Seiten.com,https://www.google.com/maps/search/?api=1&query=SIMACEK%20Facility%20Management%20Group%20GmbH%20%20%20Wien,Klinik,Gesundheit,Sehr hoch >1 Mio kWh,2026-02-24,https://www.schnelle-seiten.com/firmen/wien_simacek_facility_management_group_gmbh.htm
SIS-Licht GmbH & Co. KG,,,,97424,Schweinfurt,Bayern,Wuerzburg,09721-65 97 43,,welcome@sislicht.com,http://www.Industrieleuchten.com,https://www.google.com/maps/search/?api=1&query=SIS-Licht%20GmbH%20%26%20Co.%20KG%20%2097424%20Schweinfurt,Pflegeheim,Gesundheit,Hoch 500k-1 Mio kWh,2026-02-24,http://www.industrieleuchten.com/firmen/schweinfurt_sis_licht_gmbh__co_kg.htm
SYDE Multiservice Holding GmbH,,,,45128,Essen,Nordrhein-Westfalen,Essen,0201-99 99 80 00,,hello@syde.group,http://www.Dienstleistungsunternehmen.net,https://www.google.com/maps/search/?api=1&query=SYDE%20Multiservice%20Holding%20GmbH%20%2045128%20Essen,Pflegeheim,Gesundheit,Hoch 500k-1 Mio kWh,2026-02-24,http://www.dienstleistungsunternehmen.net/firmen/essen_syde_multiservice_holding_gmbh.htm
Excellent Pflegeagentur 24,,,,73525,Schwaebisch,Baden-Wuerttemberg,,07171-90 80 41 7,,info@e-pflegeagentur24.de,http://www.Schnelle-Seiten.com,https://www.google.com/maps/search/?api=1&query=Excellent%20Pflegeagentur%2024%20%2073525%20Schwaebisch,Pflegeheim,Gesundheit,Hoch 500k-1 Mio kWh,2026-02-24,https://www.schnelle-seiten.com/firmen/schwaebisch_gmuend_excellent_pflegeagentur_24.htm
